2013 31/8 23:30	146.000	139.202	136.168	2.204%	2.419	1.825	0.594	0.209
2013 31/8 21:30	141.055	137.692	135.185	1.837%	2.062	1.677	0.385	0.028
2013 31/8 19:30	139.500	136.944	134.598	1.728%	1.938	1.580	0.357	0.017
2013 31/8 17:30	138.110	136.376	134.108	1.677%	1.865	1.491	0.374	0.077
2013 31/8 15:30	137.920	135.991	133.707	1.693%	1.849	1.397	0.452	0.078
2013 31/8 13:30	137.000	135.562	133.286	1.693%	1.815	1.285	0.530	0.130
2013 31/8 11:30	137.750	135.243	132.915	1.736%	1.812	1.152	0.660	0.078
2013 31/8 09:30	138.200	134.686	132.431	1.688%	1.725	0.987	0.738	0.012
2013 31/8 07:30	137.790	133.905	131.854	1.543%	1.552	0.802	0.750	0.027
2013 31/8 05:30	138.227	133.041	131.261	1.347%	1.337	0.615	0.722	0.150
2013 31/8 03:30	137.630	131.889	130.564	1.009%	1.007	0.434	0.572	0.252
2013 31/8 01:30	137.605	130.613	129.858	0.580%	0.611	0.291	0.320	0.437
2013 30/8 23:30	129.000	129.059	129.083	-0.018%	0.094	0.211	-0.117	0.015
2013 30/8 21:30	129.000	129.072	129.091	-0.015%	0.109	0.241	-0.132	0.016
2013 30/8 19:30	128.900	129.088	129.100	-0.009%	0.126	0.274	-0.148	0.009
2013 30/8 17:30	129.040	129.130	129.120	0.008%	0.153	0.311	-0.157	0.017
2013 30/8 15:30	129.000	129.150	129.128	0.017%	0.175	0.350	-0.175	0.015
2013 30/8 13:30	128.890	129.184	129.141	0.033%	0.203	0.394	-0.190	0.005
2013 30/8 11:30	128.900	129.249	129.166	0.064%	0.246	0.441	-0.196	0.000
2013 30/8 09:30	129.000	129.327	129.193	0.104%	0.295	0.490	-0.195	0.002
2013 30/8 07:30	129.000	129.399	129.212	0.145%	0.346	0.539	-0.193	0.012
2013 30/8 05:30	129.490	129.488	129.233	0.197%	0.406	0.587	-0.181	0.013
2013 30/8 03:30	129.640	129.488	129.208	0.217%	0.438	0.632	-0.195	0.026
2013 30/8 01:30	129.805	129.454	129.164	0.224%	0.460	0.681	-0.221	0.046
2013 29/8 23:30	129.700	129.376	129.100	0.213%	0.469	0.736	-0.267	0.054
2013 29/8 21:30	128.815	129.304	129.040	0.204%	0.482	0.803	-0.321	0.001
2013 29/8 19:30	129.209	129.413	129.063	0.271%	0.562	0.883	-0.322	0.018
2013 29/8 17:30	128.997	129.458	129.048	0.317%	0.624	0.964	-0.340	0.002
2013 29/8 15:30	128.710	129.560	129.054	0.392%	0.711	1.049	-0.338	0.039
2013 29/8 13:30	129.763	129.749	129.088	0.511%	0.834	1.133	-0.299	0.012
2013 29/8 11:30	128.970	129.746	129.020	0.561%	0.896	1.208	-0.312	0.051
2013 29/8 09:30	129.393	129.919	129.025	0.690%	1.025	1.286	-0.261	0.051
2013 29/8 07:30	130.000	130.036	128.989	0.808%	1.142	1.351	-0.209	0.032
2013 29/8 05:30	131.482	130.044	128.888	0.893%	1.226	1.403	-0.177	0.071
2013 29/8 03:30	129.700	129.724	128.628	0.848%	1.199	1.448	-0.249	0.026
2013 29/8 01:30	131.000	129.729	128.521	0.936%	1.287	1.510	-0.223	0.065
2013 28/8 23:30	129.100	129.447	128.273	0.911%	1.278	1.566	-0.287	0.048
2013 28/8 21:30	129.500	129.524	128.190	1.035%	1.398	1.637	-0.240	0.041
2013 28/8 19:30	129.540	129.529	128.059	1.141%	1.499	1.697	-0.199	0.054
2013 28/8 17:30	129.200	129.527	127.911	1.255%	1.602	1.747	-0.145	0.100
2013 28/8 15:30	129.500	129.599	127.782	1.412%	1.738	1.783	-0.045	0.113
2013 28/8 13:30	129.369	129.621	127.611	1.563%	1.863	1.794	0.069	0.159
2013 28/8 11:30	130.300	129.678	127.435	1.745%	2.005	1.777	0.228	0.135
2013 28/8 09:30	131.358	129.539	127.148	1.863%	2.083	1.720	0.363	0.076
2013 28/8 07:30	131.000	129.135	126.727	1.882%	2.068	1.630	0.439	0.088
2013 28/8 05:30	131.595	128.721	126.300	1.898%	2.046	1.520	0.526	0.024
2013 28/8 03:30	130.140	128.082	125.771	1.821%	1.939	1.388	0.551	0.087
2013 28/8 01:30	130.500	127.625	125.334	1.811%	1.889	1.251	0.638	0.037
2013 27/8 23:30	130.148	126.986	124.817	1.722%	1.766	1.091	0.675	0.012
2013 27/8 21:30	128.825	126.283	124.284	1.595%	1.609	0.922	0.687	0.054
2013 27/8 19:30	129.490	125.718	123.830	1.513%	1.491	0.751	0.741	0.044
